Format Version,1.25,Take Name,G2 ML Take 2025-11-28_00_060,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-11-28 05.27.57.617 PM,Capture Start Frame,2606744,Total Frames in Take,1239,Total Exported Frames,1239,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small
,ID,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92
,Parent,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.030845,0.294730,-0.046928,0.953929,-218.919998,84.540123,85.311615
1,0.008333,0.030752,0.294791,-0.046991,0.953910,-218.920166,84.541367,85.311272
2,0.016667,0.030764,0.294859,-0.046984,0.953889,-218.919922,84.542633,85.311813
3,0.025000,0.031758,0.294329,-0.049290,0.953904,-218.920166,84.530838,85.319023
4,0.033333,0.031122,0.294532,-0.048099,0.953923,-218.921494,84.537598,85.314087
5,0.041667,0.030756,0.294777,-0.047276,0.953900,-218.920685,84.540611,85.310616
6,0.050000,0.030859,0.294793,-0.046914,0.953910,-218.919510,84.541344,85.311867
7,0.058333,0.030983,0.294810,-0.046772,0.953907,-218.919952,84.541550,85.311813
8,0.066667,0.031122,0.294814,-0.046573,0.953911,-218.920303,84.541740,85.310471
9,0.075000,0.030969,0.294778,-0.046900,0.953911,-218.920303,84.540527,85.311195
10,0.083333,0.030846,0.294860,-0.046791,0.953895,-218.920776,84.541115,85.311211
11,0.091667,0.030827,0.294889,-0.047078,0.953873,-218.920441,84.541718,85.311630
12,0.100000,0.030718,0.294872,-0.047133,0.953879,-218.921036,84.543571,85.311035
13,0.108333,0.030808,0.294831,-0.047252,0.953883,-218.921249,84.543594,85.310898
14,0.116667,0.030776,0.294790,-0.047154,0.953902,-218.921249,84.542305,85.310120
15,0.125000,0.030816,0.294813,-0.047072,0.953897,-218.921112,84.541344,85.310074
16,0.133333,0.030826,0.294802,-0.046993,0.953904,-218.920975,84.540382,85.309654
17,0.141667,0.030881,0.294782,-0.046850,0.953916,-218.920517,84.540443,85.309364
18,0.150000,0.030810,0.294762,-0.046772,0.953928,-218.920685,84.540787,85.307343
19,0.158333,0.030771,0.294765,-0.047065,0.953914,-218.920181,84.540596,85.307327
20,0.166667,0.030781,0.294781,-0.047050,0.953909,-218.920471,84.540749,85.307793
21,0.175000,0.030860,0.294816,-0.047027,0.953897,-218.920380,84.540543,85.308495
22,0.183333,0.030796,0.294796,-0.046813,0.953916,-218.920258,84.540886,85.308083
23,0.191667,0.031032,0.294837,-0.046832,0.953895,-218.919800,84.540794,85.308083
24,0.200000,0.030929,0.294801,-0.046617,0.953920,-218.920166,84.539566,85.308121
25,0.208333,0.030993,0.294720,-0.046872,0.953930,-218.920486,84.539574,85.307121
26,0.216667,0.030992,0.294734,-0.046990,0.953920,-218.920609,84.541504,85.306999
27,0.225000,0.030871,0.294793,-0.047074,0.953902,-218.920929,84.541420,85.308296
28,0.233333,0.030885,0.294781,-0.047122,0.953902,-218.920441,84.541611,85.309448
29,0.241667,0.030932,0.294744,-0.047039,0.953916,-218.920929,84.541985,85.308823
30,0.250000,0.030936,0.294779,-0.047112,0.953902,-218.921692,84.541008,85.309952
31,0.258333,0.030852,0.294850,-0.046880,0.953894,-218.920898,84.539909,85.310379
32,0.266667,0.030773,0.294825,-0.046743,0.953911,-218.921402,84.539856,85.311104
33,0.275000,0.030881,0.294831,-0.046886,0.953899,-218.920593,84.540367,85.310875
34,0.283333,0.030804,0.294802,-0.046779,0.953915,-218.920609,84.540787,85.312103
35,0.291667,0.030929,0.294810,-0.046796,0.953908,-218.920258,84.541664,85.312897
36,0.300000,0.030881,0.294830,-0.047003,0.953893,-218.918991,84.541237,85.312637
37,0.308333,0.030713,0.294873,-0.047040,0.953884,-218.918854,84.542236,85.313423
38,0.316667,0.030669,0.294879,-0.047259,0.953872,-218.918686,84.543022,85.313599
