Format Version,1.25,Take Name,G2 ML Take 2025-11-28_00_043,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-11-28 04.50.06.356 PM,Capture Start Frame,2334199,Total Frames in Take,1179,Total Exported Frames,1179,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small,SEE_small
,ID,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92,E70901BFC9E711F031C44B617C101B92
,Parent,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.030864,0.293211,-0.047096,0.954388,-218.955750,84.531006,85.178947
1,0.008333,0.030829,0.293223,-0.047148,0.954383,-218.955139,84.532257,85.179062
2,0.016667,0.030849,0.293176,-0.047141,0.954397,-218.954926,84.532227,85.180244
3,0.025000,0.030792,0.293245,-0.047205,0.954375,-218.954605,84.533127,85.179558
4,0.033333,0.030679,0.293247,-0.047423,0.954367,-218.953827,84.532135,85.180756
5,0.041667,0.030714,0.293215,-0.047318,0.954381,-218.953674,84.533188,85.181602
6,0.050000,0.030824,0.293219,-0.047286,0.954378,-218.953278,84.532906,85.181084
7,0.058333,0.030890,0.293185,-0.047458,0.954378,-218.954468,84.532936,85.181641
8,0.066667,0.031020,0.293180,-0.047054,0.954395,-218.954544,84.533150,85.182068
9,0.075000,0.030953,0.293131,-0.047060,0.954412,-218.955414,84.532951,85.181450
10,0.083333,0.030814,0.293152,-0.047081,0.954409,-218.955490,84.532883,85.182030
11,0.091667,0.030797,0.293220,-0.047189,0.954383,-218.955276,84.531525,85.182922
12,0.100000,0.030866,0.293210,-0.047071,0.954390,-218.955399,84.532013,85.182213
13,0.108333,0.030956,0.293114,-0.046988,0.954420,-218.955994,84.531746,85.182053
14,0.116667,0.031041,0.293211,-0.047007,0.954387,-218.956207,84.531944,85.181236
15,0.125000,0.030994,0.293148,-0.047145,0.954401,-218.955688,84.531876,85.180298
16,0.133333,0.030783,0.293224,-0.047351,0.954374,-218.955750,84.531601,85.180977
17,0.141667,0.030770,0.293193,-0.047350,0.954384,-218.955444,84.533104,85.181282
18,0.150000,0.030578,0.293227,-0.047551,0.954370,-218.955231,84.532913,85.181252
19,0.158333,0.030752,0.293276,-0.047548,0.954350,-218.954651,84.533844,85.181435
20,0.166667,0.030892,0.293257,-0.047249,0.954366,-218.954224,84.532639,85.181358
21,0.175000,0.030971,0.293172,-0.046916,0.954405,-218.955307,84.532188,85.180931
22,0.183333,0.030914,0.293176,-0.046928,0.954406,-218.955109,84.531647,85.179451
23,0.191667,0.030903,0.293301,-0.047095,0.954359,-218.955750,84.530800,85.181534
24,0.200000,0.030861,0.293246,-0.047076,0.954378,-218.955276,84.531219,85.181587
25,0.208333,0.030885,0.293212,-0.047125,0.954386,-218.954056,84.532150,85.180840
26,0.216667,0.030810,0.293159,-0.047247,0.954398,-218.954941,84.531998,85.181755
27,0.225000,0.031002,0.293160,-0.047148,0.954397,-218.955917,84.531471,85.181076
28,0.233333,0.030857,0.293133,-0.047227,0.954406,-218.956284,84.531281,85.180626
29,0.241667,0.030670,0.293201,-0.047506,0.954377,-218.955521,84.531425,85.180733
30,0.250000,0.030698,0.293295,-0.047549,0.954345,-218.954773,84.532860,85.181389
31,0.258333,0.030644,0.293204,-0.047434,0.954381,-218.954651,84.533401,85.181442
32,0.266667,0.030825,0.293157,-0.047426,0.954390,-218.954056,84.534081,85.181206
33,0.275000,0.030864,0.293137,-0.047453,0.954393,-218.953369,84.531425,85.180893
34,0.283333,0.030897,0.293182,-0.047193,0.954391,-218.954010,84.531227,85.181549
35,0.291667,0.030957,0.293256,-0.047042,0.954374,-218.954498,84.531982,85.181274
36,0.300000,0.030824,0.293202,-0.047053,0.954394,-218.954254,84.531059,85.181358
37,0.308333,0.030759,0.293145,-0.047126,0.954410,-218.954422,84.532364,85.181755
38,0.316667,0.030640,0.293205,-0.047163,0.954394,-218.953949,84.533630,85.181229
