Format Version,1.25,Take Name,Take 2025-11-28 07.18.45 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-11-28 07.18.46.212 PM,Capture Start Frame,3404559,Total Frames in Take,1184,Total Exported Frames,1184,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large
,ID,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291
,Parent,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.007112,0.401340,0.014404,0.915788,-215.955688,92.212151,84.216980
1,0.008333,-0.007071,0.401302,0.014431,0.915805,-215.955215,92.212471,84.217613
2,0.016667,-0.006950,0.401319,0.014464,0.915798,-215.955826,92.212624,84.218864
3,0.025000,-0.007013,0.401346,0.014416,0.915786,-215.955978,92.213188,84.219193
4,0.033333,-0.007139,0.401363,0.014402,0.915778,-215.956085,92.213837,84.219536
5,0.041667,-0.007067,0.401395,0.014241,0.915767,-215.955093,92.213318,84.218750
6,0.050000,-0.007113,0.401379,0.014083,0.915776,-215.954926,92.213615,84.218758
7,0.058333,-0.007130,0.401377,0.014115,0.915776,-215.954926,92.213249,84.218910
8,0.066667,-0.007138,0.401361,0.014143,0.915783,-215.955185,92.213509,84.219948
9,0.075000,-0.007153,0.401348,0.014257,0.915787,-215.954239,92.214134,84.221031
10,0.083333,-0.007047,0.401419,0.014269,0.915756,-215.953369,92.214516,84.220062
11,0.091667,-0.007055,0.401409,0.014262,0.915761,-215.953903,92.214699,84.219955
12,0.100000,-0.007084,0.401390,0.014245,0.915769,-215.954559,92.214027,84.220573
13,0.108333,-0.007034,0.401402,0.014159,0.915765,-215.954254,92.212868,84.220924
14,0.116667,-0.007018,0.401425,0.014211,0.915755,-215.954071,92.214256,84.219688
15,0.125000,-0.007197,0.400911,0.013567,0.915988,-215.960022,92.220337,84.211830
16,0.133333,-0.007219,0.401457,0.013810,0.915745,-215.956360,92.217743,84.221855
17,0.141667,-0.007218,0.401499,0.013782,0.915727,-215.956299,92.218658,84.222855
18,0.150000,-0.007076,0.401524,0.013759,0.915718,-215.955948,92.218224,84.223045
19,0.158333,-0.007117,0.401481,0.013870,0.915735,-215.956253,92.217842,84.222748
20,0.166667,-0.007131,0.400908,0.013501,0.915991,-215.961243,92.219666,84.213409
21,0.175000,-0.007253,0.400533,0.013081,0.916160,-215.964203,92.222549,84.207191
22,0.183333,-0.007213,0.401345,0.013807,0.915795,-215.957047,92.218742,84.218773
23,0.191667,-0.007219,0.401454,0.013903,0.915745,-215.955826,92.219139,84.220413
24,0.200000,-0.007143,0.401436,0.013859,0.915755,-215.955490,92.217621,84.221390
25,0.208333,-0.007047,0.401454,0.013908,0.915746,-215.954498,92.216331,84.221886
26,0.216667,-0.007018,0.401481,0.013999,0.915733,-215.953247,92.215904,84.220673
27,0.225000,-0.007064,0.401408,0.014097,0.915764,-215.952713,92.215797,84.220261
28,0.233333,-0.007162,0.400898,0.013395,0.915997,-215.957977,92.219772,84.212273
29,0.241667,-0.007146,0.400525,0.013005,0.916166,-215.962036,92.222679,84.207169
30,0.250000,-0.007155,0.401351,0.013668,0.915795,-215.954620,92.218262,84.218750
31,0.258333,-0.007147,0.401461,0.013917,0.915743,-215.953781,92.218765,84.220634
32,0.266667,-0.007146,0.401504,0.014016,0.915722,-215.955063,92.218506,84.221359
33,0.275000,-0.007228,0.401501,0.014054,0.915722,-215.957642,92.216698,84.221474
34,0.283333,-0.007277,0.401475,0.014143,0.915732,-215.959793,92.216217,84.220741
35,0.291667,-0.007247,0.401408,0.014263,0.915760,-215.961700,92.215630,84.220848
36,0.300000,-0.007282,0.401325,0.014398,0.915794,-215.963242,92.214966,84.220345
37,0.308333,-0.007428,0.401387,0.014327,0.915766,-215.962357,92.213806,84.219803
38,0.316667,-0.007350,0.401386,0.014428,0.915766,-215.961365,92.213165,84.219673
39,0.325000,-0.007192,0.401370,0.014485,0.915773,-215.960861,92.213272,84.219879
40,0.333333,-0.007201,0.401341,0.014429,0.915787,-215.959900,92.213196,84.219849
41,0.341667,-0.007261,0.401364,0.014444,0.915776,-215.959808,92.211472,84.219360
42,0.350000,-0.007216,0.401323,0.014481,0.915794,-215.959625,92.212196,84.219269
43,0.358333,-0.007189,0.401363,0.014572,0.915775,-215.958588,92.212639,84.219475
44,0.366667,-0.007201,0.401330,0.014512,0.915790,-215.957932,92.213036,84.219948
45,0.375000,-0.007305,0.401338,0.014502,0.915786,-215.956741,92.212685,84.219826
46,0.383333,-0.007418,0.401382,0.014538,0.915765,-215.956528,92.212540,84.219208
47,0.391667,-0.007397,0.401341,0.014500,0.915784,-215.956375,92.212914,84.219368
48,0.400000,-0.007274,0.401346,0.014531,0.915783,-215.955399,92.213272,84.219223
49,0.408333,-0.007282,0.401387,0.014528,0.915765,-215.955612,92.214005,84.219368
50,0.416667,-0.007365,0.401374,0.014422,0.915771,-215.956192,92.214264,84.219185
51,0.425000,-0.007351,0.401376,0.014383,0.915771,-215.956802,92.213341,84.219727
52,0.433333,-0.007263,0.401445,0.014381,0.915741,-215.956955,92.213753,84.219521
53,0.441667,-0.007210,0.401394,0.014432,0.915763,-215.957764,92.214035,84.220390
54,0.450000,-0.007239,0.401432,0.014453,0.915746,-215.956848,92.214432,84.221092
55,0.458333,-0.007122,0.401354,0.014445,0.915781,-215.957672,92.215500,84.222183
56,0.466667,-0.007289,0.401395,0.014412,0.915763,-215.958267,92.215004,84.220673
57,0.475000,-0.007357,0.401409,0.014356,0.915757,-215.957779,92.214180,84.220001
58,0.483333,-0.007307,0.401368,0.014338,0.915776,-215.957230,92.213287,84.220657
59,0.491667,-0.007232,0.401367,0.014347,0.915776,-215.957779,92.213692,84.221184
60,0.500000,-0.007328,0.401446,0.014485,0.915739,-215.957397,92.214409,84.220238
61,0.508333,-0.007319,0.401388,0.014416,0.915766,-215.956635,92.214607,84.220963
62,0.516667,-0.007362,0.401350,0.014317,0.915784,-215.956161,92.214638,84.221565
63,0.525000,-0.007419,0.401389,0.014304,0.915766,-215.956024,92.214310,84.221718
64,0.533333,-0.007355,0.401400,0.014385,0.915760,-215.955902,92.214691,84.221230
65,0.541667,-0.007341,0.401382,0.014379,0.915768,-215.956039,92.215569,84.221909
66,0.550000,-0.007371,0.401344,0.014397,0.915785,-215.955643,92.215164,84.222672
67,0.558333,-0.007336,0.401363,0.014408,0.915776,-215.955734,92.215134,84.222458
68,0.566667,-0.007263,0.401353,0.014412,0.915781,-215.956711,92.214584,84.223663
69,0.575000,-0.007266,0.401376,0.014418,0.915771,-215.956528,92.214241,84.222969
70,0.583333,-0.007310,0.401353,0.014383,0.915781,-215.956543,92.213196,84.222717
71,0.591667,-0.007344,0.401345,0.014322,0.915785,-215.957047,92.213783,84.222473
