Format Version,1.25,Take Name,Take 2025-11-28 07.29.44 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-11-28 07.29.45.388 PM,Capture Start Frame,3483658,Total Frames in Take,1412,Total Exported Frames,1412,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large
,ID,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291
,Parent,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.011985,-0.370312,0.000943,0.928830,-215.862900,92.173340,83.348839
1,0.008333,-0.011857,-0.370299,0.001029,0.928836,-215.862915,92.173149,83.348930
2,0.016667,-0.011894,-0.370287,0.001094,0.928841,-215.863586,92.172211,83.348732
3,0.025000,-0.011982,-0.370246,0.000956,0.928856,-215.864441,92.172935,83.349129
4,0.033333,-0.011994,-0.370271,0.000982,0.928846,-215.864594,92.171036,83.349533
5,0.041667,-0.012014,-0.370292,0.000941,0.928837,-215.865112,92.171242,83.349434
6,0.050000,-0.011876,-0.370242,0.000956,0.928859,-215.865234,92.170692,83.349388
7,0.058333,-0.011990,-0.370259,0.001067,0.928850,-215.865662,92.170204,83.349617
8,0.066667,-0.012193,-0.370198,0.001067,0.928872,-215.865021,92.170052,83.349930
9,0.075000,-0.012175,-0.370217,0.001145,0.928865,-215.864349,92.169342,83.351524
10,0.083333,-0.012182,-0.370173,0.001059,0.928883,-215.862579,92.169151,83.351616
11,0.091667,-0.012058,-0.370187,0.000929,0.928879,-215.862198,92.168518,83.352036
12,0.100000,-0.012173,-0.370192,0.001030,0.928875,-215.861267,92.167755,83.350708
13,0.108333,-0.012038,-0.370271,0.001141,0.928845,-215.859909,92.168121,83.350685
14,0.116667,-0.012078,-0.370288,0.001032,0.928838,-215.858673,92.168869,83.349762
15,0.125000,-0.012073,-0.370252,0.001092,0.928852,-215.856979,92.168091,83.349495
16,0.133333,-0.012096,-0.370217,0.000921,0.928866,-215.856689,92.168495,83.348312
17,0.141667,-0.012122,-0.370230,0.000954,0.928861,-215.856125,92.168747,83.347359
18,0.150000,-0.012177,-0.370178,0.000997,0.928881,-215.855591,92.169289,83.346359
19,0.158333,-0.012261,-0.370223,0.000986,0.928861,-215.854431,92.169518,83.345192
20,0.166667,-0.012271,-0.370180,0.001024,0.928878,-215.854233,92.169174,83.344933
21,0.175000,-0.012105,-0.370259,0.000888,0.928850,-215.853836,92.170151,83.343979
22,0.183333,-0.012160,-0.370223,0.001056,0.928863,-215.853790,92.168747,83.342651
23,0.191667,-0.012223,-0.370202,0.000888,0.928870,-215.854218,92.169960,83.341965
24,0.200000,-0.012244,-0.370241,0.000946,0.928854,-215.853958,92.169716,83.341179
25,0.208333,-0.012292,-0.370248,0.001035,0.928851,-215.854568,92.169861,83.339706
26,0.216667,-0.012284,-0.370278,0.000859,0.928839,-215.855438,92.170853,83.339630
27,0.225000,-0.012306,-0.370250,0.000860,0.928850,-215.855667,92.169983,83.340767
28,0.233333,-0.012339,-0.370220,0.000934,0.928862,-215.856552,92.171043,83.341049
29,0.241667,-0.012441,-0.370221,0.000933,0.928860,-215.856628,92.171875,83.340813
30,0.250000,-0.012397,-0.370255,0.000871,0.928847,-215.856644,92.171410,83.341690
31,0.258333,-0.012202,-0.370207,0.001008,0.928869,-215.856888,92.170914,83.341759
32,0.266667,-0.012295,-0.370258,0.000906,0.928847,-215.857346,92.170891,83.342026
33,0.275000,-0.012116,-0.370278,0.000801,0.928842,-215.859177,92.171585,83.341820
34,0.283333,-0.012140,-0.370285,0.000661,0.928839,-215.859680,92.171761,83.341293
35,0.291667,-0.012054,-0.370255,0.000936,0.928852,-215.860916,92.170944,83.340080
36,0.300000,-0.012000,-0.370300,0.000981,0.928834,-215.862564,92.170662,83.339676
37,0.308333,-0.011983,-0.370316,0.000883,0.928828,-215.864487,92.171295,83.339653
38,0.316667,-0.012012,-0.370275,0.000803,0.928844,-215.866180,92.172279,83.339241
39,0.325000,-0.012037,-0.370239,0.000915,0.928858,-215.867752,92.171410,83.338722
40,0.333333,-0.011963,-0.370229,0.000846,0.928863,-215.869141,92.172112,83.339111
41,0.341667,-0.012065,-0.370223,0.000890,0.928864,-215.870667,92.172035,83.338509
42,0.350000,-0.012082,-0.370223,0.000777,0.928864,-215.871246,92.173286,83.338768
43,0.358333,-0.012077,-0.370224,0.000751,0.928864,-215.872574,92.171913,83.338776
44,0.366667,-0.012211,-0.370273,0.000730,0.928842,-215.872238,92.172119,83.338593
45,0.375000,-0.012091,-0.370275,0.000721,0.928843,-215.871506,92.172829,83.339828
46,0.383333,-0.012122,-0.370278,0.000838,0.928841,-215.871078,92.173775,83.339996
47,0.391667,-0.012102,-0.370286,0.000929,0.928838,-215.870316,92.173347,83.340660
48,0.400000,-0.012175,-0.370281,0.000745,0.928840,-215.868668,92.174927,83.340569
49,0.408333,-0.012307,-0.370237,0.000822,0.928855,-215.867828,92.173973,83.341255
50,0.416667,-0.012210,-0.370255,0.000904,0.928849,-215.867645,92.174126,83.342072
51,0.425000,-0.012182,-0.370234,0.000888,0.928858,-215.866013,92.173294,83.341454
52,0.433333,-0.012138,-0.370246,0.000761,0.928854,-215.865967,92.172073,83.340279
53,0.441667,-0.012081,-0.370309,0.000754,0.928830,-215.865829,92.171425,83.339844
54,0.450000,-0.012121,-0.370387,0.000704,0.928798,-215.865082,92.172668,83.339989
55,0.458333,-0.012191,-0.370512,0.000681,0.928747,-215.863586,92.172714,83.340813
56,0.466667,-0.012265,-0.370541,0.000691,0.928735,-215.864655,92.173569,83.340126
57,0.475000,-0.012315,-0.370838,0.000649,0.928616,-215.860916,92.173721,83.343681
58,0.483333,-0.012295,-0.370913,0.000735,0.928586,-215.860153,92.175087,83.343163
59,0.491667,-0.012345,-0.370894,0.000727,0.928593,-215.859085,92.175446,83.342766
60,0.500000,-0.012350,-0.370824,0.000682,0.928621,-215.858536,92.174484,83.342880
61,0.508333,-0.012245,-0.370863,0.000638,0.928607,-215.857101,92.173431,83.342834
62,0.516667,-0.012250,-0.370865,0.000553,0.928606,-215.855789,92.174789,83.343079
63,0.525000,-0.012312,-0.370852,0.000667,0.928610,-215.853531,92.175072,83.344490
64,0.533333,-0.012237,-0.370831,0.000669,0.928620,-215.852951,92.174370,83.345970
65,0.541667,-0.012324,-0.370819,0.000701,0.928623,-215.850952,92.173393,83.346848
66,0.550000,-0.012339,-0.370813,0.000708,0.928625,-215.850754,92.173897,83.347916
67,0.558333,-0.012236,-0.370810,0.000750,0.928628,-215.850143,92.174133,83.348366
68,0.566667,-0.012287,-0.370888,0.000656,0.928596,-215.850922,92.174110,83.348801
69,0.575000,-0.012436,-0.370840,0.000675,0.928613,-215.852875,92.175247,83.350769
70,0.583333,-0.012306,-0.370775,0.000651,0.928641,-215.853592,92.175850,83.351379
