Format Version,1.25,Take Name,Take 2025-11-28 07.33.33 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-11-28 07.33.33.969 PM,Capture Start Frame,3511087,Total Frames in Take,1465,Total Exported Frames,1465,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large,SEE_large
,ID,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291,B4680608301811F031C44B617C10C291
,Parent,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.013380,-0.379713,-0.002546,0.925004,-215.837646,92.164200,83.334679
1,0.008333,-0.013282,-0.379628,-0.002540,0.925040,-215.838318,92.163620,83.336060
2,0.016667,-0.013376,-0.379694,-0.002662,0.925012,-215.838104,92.164734,83.335648
3,0.025000,-0.013253,-0.379649,-0.002652,0.925032,-215.837814,92.164375,83.335770
4,0.033333,-0.013312,-0.379751,-0.002584,0.924989,-215.837311,92.163605,83.334526
5,0.041667,-0.013307,-0.379722,-0.002591,0.925001,-215.837341,92.163864,83.333633
6,0.050000,-0.013382,-0.379735,-0.002556,0.924995,-215.837433,92.162888,83.334351
7,0.058333,-0.013334,-0.379681,-0.002665,0.925017,-215.838120,92.163780,83.334663
8,0.066667,-0.013290,-0.379677,-0.002697,0.925020,-215.837357,92.163666,83.333641
9,0.075000,-0.013164,-0.379733,-0.002656,0.924999,-215.837341,92.162590,83.334053
10,0.083333,-0.013108,-0.379662,-0.002498,0.925029,-215.836929,92.162300,83.333572
11,0.091667,-0.013226,-0.379702,-0.002634,0.925011,-215.836365,92.163193,83.333542
12,0.100000,-0.013132,-0.379731,-0.002506,0.925000,-215.836151,92.163940,83.333969
13,0.108333,-0.013161,-0.379671,-0.002539,0.925025,-215.836884,92.163689,83.335396
14,0.116667,-0.013173,-0.379704,-0.002597,0.925010,-215.836670,92.164299,83.335800
15,0.125000,-0.013127,-0.379689,-0.002464,0.925018,-215.837173,92.163841,83.335274
16,0.133333,-0.013163,-0.379680,-0.002533,0.925021,-215.837509,92.162903,83.334305
17,0.141667,-0.013208,-0.379708,-0.002683,0.925008,-215.837021,92.162010,83.334190
18,0.150000,-0.013234,-0.379773,-0.002628,0.924981,-215.836838,92.163681,83.333794
19,0.158333,-0.013100,-0.379739,-0.002667,0.924997,-215.835953,92.162598,83.334427
20,0.166667,-0.013258,-0.379785,-0.002646,0.924976,-215.836288,92.162506,83.333778
21,0.175000,-0.013153,-0.379694,-0.002629,0.925015,-215.837433,92.162636,83.333511
22,0.183333,-0.013166,-0.379681,-0.002709,0.925020,-215.837448,92.163208,83.333809
23,0.191667,-0.013333,-0.379685,-0.002689,0.925016,-215.837051,92.162720,83.334419
24,0.200000,-0.013293,-0.379730,-0.002653,0.924998,-215.837219,92.163033,83.334938
25,0.208333,-0.013240,-0.379729,-0.002636,0.925000,-215.837067,92.163284,83.334343
26,0.216667,-0.013341,-0.379683,-0.002577,0.925017,-215.837769,92.163773,83.334908
27,0.225000,-0.013360,-0.379690,-0.002586,0.925014,-215.837311,92.163727,83.335724
28,0.233333,-0.013293,-0.379628,-0.002694,0.925040,-215.837692,92.164101,83.336342
29,0.241667,-0.013298,-0.379644,-0.002650,0.925033,-215.837311,92.163177,83.335213
30,0.250000,-0.013203,-0.379707,-0.002777,0.925009,-215.836929,92.162849,83.333954
31,0.258333,-0.013174,-0.379676,-0.002794,0.925022,-215.837524,92.163307,83.333862
32,0.266667,-0.013199,-0.379718,-0.002577,0.925005,-215.836639,92.162415,83.334373
33,0.275000,-0.013321,-0.379694,-0.002611,0.925012,-215.836258,92.163124,83.334991
34,0.283333,-0.013269,-0.379655,-0.002534,0.925030,-215.836288,92.163506,83.335129
35,0.291667,-0.013328,-0.379688,-0.002627,0.925015,-215.837097,92.163620,83.335968
36,0.300000,-0.013342,-0.379756,-0.002743,0.924986,-215.836685,92.165359,83.335991
37,0.308333,-0.013402,-0.379795,-0.002764,0.924970,-215.835815,92.164307,83.335510
38,0.316667,-0.013294,-0.379688,-0.002705,0.925015,-215.836334,92.163399,83.336929
39,0.325000,-0.013363,-0.379690,-0.002589,0.925014,-215.836960,92.162674,83.336327
40,0.333333,-0.013226,-0.379651,-0.002592,0.925032,-215.836853,92.162361,83.336952
41,0.341667,-0.013155,-0.379669,-0.002628,0.925025,-215.837814,92.162743,83.336937
42,0.350000,-0.013204,-0.379708,-0.002545,0.925009,-215.838455,92.163300,83.336014
43,0.358333,-0.013136,-0.379695,-0.002532,0.925015,-215.838379,92.163223,83.336891
44,0.366667,-0.013402,-0.379744,-0.002611,0.924991,-215.838074,92.164124,83.336403
45,0.375000,-0.013360,-0.379776,-0.002502,0.924979,-215.838593,92.164040,83.336235
46,0.383333,-0.013338,-0.379758,-0.002492,0.924986,-215.839432,92.163124,83.336601
47,0.391667,-0.013296,-0.379733,-0.002606,0.924997,-215.839355,92.162598,83.335770
48,0.400000,-0.013220,-0.379665,-0.002709,0.925025,-215.839844,92.162743,83.335152
49,0.408333,-0.013203,-0.379707,-0.002762,0.925008,-215.839676,92.162613,83.335121
50,0.416667,-0.013147,-0.379685,-0.002642,0.925019,-215.840179,92.162804,83.334785
51,0.425000,-0.013244,-0.379649,-0.002725,0.925032,-215.838669,92.163116,83.334465
52,0.433333,-0.013264,-0.379639,-0.002684,0.925036,-215.838196,92.162003,83.333824
53,0.441667,-0.013239,-0.379656,-0.002583,0.925029,-215.838669,92.163025,83.333496
54,0.450000,-0.013174,-0.379670,-0.002634,0.925025,-215.837784,92.162369,83.332375
55,0.458333,-0.013152,-0.379641,-0.002548,0.925037,-215.837097,92.162437,83.332924
56,0.466667,-0.013233,-0.379623,-0.002547,0.925043,-215.836304,92.163315,83.332794
57,0.475000,-0.013299,-0.379677,-0.002643,0.925020,-215.835052,92.162697,83.332794
58,0.483333,-0.013293,-0.379671,-0.002668,0.925022,-215.834091,92.162308,83.333786
59,0.491667,-0.013133,-0.379675,-0.002594,0.925023,-215.833496,92.162369,83.333824
60,0.500000,-0.013094,-0.379639,-0.002505,0.925039,-215.833588,92.162987,83.333649
61,0.508333,-0.013069,-0.379675,-0.002538,0.925024,-215.833069,92.162209,83.334709
62,0.516667,-0.013178,-0.379711,-0.002421,0.925008,-215.832428,92.162163,83.335510
63,0.525000,-0.013272,-0.379683,-0.002543,0.925018,-215.833755,92.163300,83.336357
64,0.533333,-0.013390,-0.379668,-0.002661,0.925022,-215.833618,92.163742,83.336449
65,0.541667,-0.013322,-0.379741,-0.002624,0.924993,-215.834351,92.164711,83.337013
66,0.550000,-0.013298,-0.379699,-0.002622,0.925011,-215.834076,92.164360,83.336792
67,0.558333,-0.013380,-0.379763,-0.002581,0.924983,-215.833099,92.162704,83.336960
68,0.566667,-0.013322,-0.379714,-0.002556,0.925005,-215.833694,92.164246,83.336678
